Place name,Year,January,February,March,April,May,June,July,August,September,October,November,December,Whole year,Coordinates
Baykit,2007,0,0,0,0,0,0,0,0,0,0,0,0,0,"(Decimal('96.366763'), Decimal('61.681612'))"
Barnaul (Titov Name),2007,0,0,0,0,0,0,0,0,0,0,0,0,0,"(Decimal('83.547723'), Decimal('53.361377'))"
In Salah,2007,0,0,0,0,0,0,0,0,0,0,0,0,0,"(Decimal('130.399707'), Decimal('67.792415'))"
white Mountain,2007,0,0,0,0,0,0,0,0,0,0,0,0,0,"(Decimal('146.228094'), Decimal('68.553931'))"
Belgorod,2007,0,0,0,0,0,0,0,0,0,0,0,0,0,"(Decimal('36.570541'), Decimal('50.645157'))"
Novy Urengoy,2007,6003,5157,6018,9235,11176,11812,12577,13558,10766,10518,10370,91.4,115606,"(Decimal('66.694583'), Decimal('63.697412'))"
Belushi,2007,0,0,0,0,0,0,0,0,0,0,0,0,0,"(Decimal('47.623466'), Decimal('66.887693'))"
Usinsk,2007,0,0,0,0,0,0,0,0,0,0,0,0,0,"(Decimal('65.046174'), Decimal('63.927111'))"
"Beringovsky (Branch PCF ""A / P Chukotka"")",2007,0,0,0,0,0,0,0,0,0,0,0,0,0,"(Decimal('179.293427'), Decimal('63.025373'))"
Biisk,2007,0,0,0,0,0,0,0,0,0,0,0,0,0,"(Decimal('85.343842'), Decimal('52.481983'))"
Blagoveshchensk,2007,7152,6749,7051,8269,9043,13454,22371,24995,11758,12171,9541,268.9,147145,"(Decimal('127.407536'), Decimal('50.42238'))"
Bovanenkovo,2007,0,0,0,0,0,0,0,0,0,0,0,0,0,"(Decimal('68.338149'), Decimal('70.319169'))"
Bogorodskoe,2007,0,0,0,0,0,0,0,0,0,0,0,0,0,"(Decimal('140.445792'), Decimal('52.376818'))"
Boguçanı,2007,0,0,0,0,0,0,0,0,0,0,0,0,0,"(Decimal('97.46764'), Decimal('58.381633'))"
Bodaybo,2007,0,0,0,0,0,0,0,0,0,0,0,0,0,"(Decimal('114.225855'), Decimal('57.857975'))"
Bratsk,2007,0,0,0,0,0,0,0,0,0,0,0,0,0,"(Decimal('101.703088'), Decimal('56.365054'))"
Bryansk,2007,0,0,0,0,0,0,0,0,0,0,0,0,0,"(Decimal('34.182693'), Decimal('53.213493'))"
Bugulma,2007,1484,1169,1586,1325,1654,2226,2317,2317,1690,1690,1747,1.24,21046,"(Decimal('52.790306'), Decimal('54.634026'))"
Petrel,2007,0,0,0,0,0,0,0,0,0,0,0,0,0,"(Decimal('147.622486'), Decimal('44.920825'))"
Vanavara,2007,0,0,0,0,0,0,0,0,0,0,0,0,0,"(Decimal('102.303298'), Decimal('60.351026'))"
Varandey,2007,0,0,0,0,0,0,0,0,0,0,0,0,0,"(Decimal('58.202862'), Decimal('68.846223'))"
Верхневилюйск,2007,0,0,0,0,0,0,0,0,0,0,0,0,0,"(Decimal('120.278784'), Decimal('63.457425'))"
Vizhas,2007,0,0,0,0,0,0,0,0,0,0,0,0,0,"(Decimal('45.901117'), Decimal('66.637077'))"
Viljujsk,2007,0,0,0,0,0,0,0,0,0,0,0,0,0,"(Decimal('121.691798'), Decimal('63.754713'))"
Витим,2007,0,0,0,0,0,0,0,0,0,0,0,0,0,"(Decimal('112.566271'), Decimal('59.459285'))"
Vladivostok (Knevichi),2007,53903,53093,59160,63584,69326,87257,108177,113062,96181,79569,69196,1544.3,923720,"(Decimal('132.165103'), Decimal('43.396702'))"
Vladikavkaz (Beslan),2007,0,0,0,0,0,0,0,0,0,0,0,0,0,"(Decimal('44.604633'), Decimal('43.201857'))"
Vladimir,2007,0,0,0,0,0,0,0,0,0,0,0,0,0,"(Decimal('40.316228'), Decimal('56.123257'))"
Volgograd (Gumrak),2007,18304,19231,22932,29051,32904,38028,44380,49146,42576,33340,28321,93,386161,"(Decimal('44.356743'), Decimal('48.792276'))"
Vologda,2007,0,0,0,0,0,0,0,0,0,0,0,0,0,"(Decimal('39.936025'), Decimal('59.284144'))"
Volokovaya,2007,0,0,0,0,0,0,0,0,0,0,0,0,0,"(Decimal('48.238974'), Decimal('66.483341'))"
Vorkuta,2007,760,978,1071,1336,1485,1831,1990,2200,1876,1417,1665,21.55,18040,"(Decimal('64.00447'), Decimal('67.490244'))"
Voronezh (Chertovitskoe),2007,6312,6918,8801,10030,11898,15863,18325,20327,17011,13325,12202,19.22,152875,"(Decimal('39.225359'), Decimal('51.812576'))"
Vuktyl,2007,0,0,0,0,0,0,0,0,0,0,0,0,0,"(Decimal('57.286293'), Decimal('63.826824'))"
Gelendzhik,2007,0,0,0,0,0,0,0,0,0,0,0,0,0,"(Decimal('38.025156'), Decimal('44.593815'))"
Gorno-Altaisk,2007,0,0,0,0,0,0,0,0,0,0,0,0,0,"(Decimal('85.841302'), Decimal('51.969985'))"
Terrible (North),2007,0,0,0,0,0,0,0,0,0,0,0,0,0,"(Decimal('45.699751'), Decimal('43.384707'))"
Kervan,2007,0,0,0,0,0,0,0,0,0,0,0,0,0,Not found
Distance,2007,0,0,0,0,0,0,0,0,0,0,0,0,0,"(Decimal('133.730759'), Decimal('45.879914'))"
deputy,2007,0,0,0,0,0,0,0,0,0,0,0,0,0,"(Decimal('139.903775'), Decimal('69.391802'))"
Dixon,2007,0,0,0,0,0,0,0,0,0,0,0,0,0,"(Decimal('80.383003'), Decimal('73.516386'))"
Dudinka,2007,0,0,0,0,0,0,0,0,0,0,0,0,0,"(Decimal('86.176769'), Decimal('69.389122'))"
Yeisk,2007,0,0,0,0,0,0,0,0,0,0,0,0,0,"(Decimal('38.220872'), Decimal('46.680447'))"
Ekaterinburg (Koltsovo),2007,121704,111937,131447,153758,172353,232067,269640,287999,242124,187141,171297,1726.8,2251621,"(Decimal('60.802263'), Decimal('56.750256'))"
Ekaterinburg (Uktus),2007,0,0,0,0,0,0,0,0,0,0,0,0,0,"(Decimal('60.802263'), Decimal('56.750256'))"
Yelizovo (Avachinskiy),2007,0,0,0,0,0,0,0,0,0,0,0,0,0,"(Decimal('158.425285'), Decimal('53.169328'))"
Pitorafik,2007,0,0,0,0,0,0,0,0,0,0,0,0,0,"(Decimal('92.098589'), Decimal('58.464048'))"
Erbogaçen,2007,0,0,0,0,0,0,0,0,0,0,0,0,0,"(Decimal('108.019592'), Decimal('61.274815'))"
Jigansk,2007,0,0,0,0,0,0,0,0,0,0,0,0,0,"(Decimal('123.362449'), Decimal('66.788511'))"
Zhukovsky,2007,0,0,0,0,0,0,0,0,0,0,0,0,0,"(Decimal('38.117727'), Decimal('55.56167'))"
Gulf Lawrence (Lawrence),2007,0,0,0,0,0,0,0,0,0,0,0,0,0,"(Decimal('-71.970927'), Decimal('46.619124'))"
Zeyskaya,2007,0,0,0,0,0,0,0,0,0,0,0,0,0,"(Decimal('127.087987'), Decimal('53.690803'))"
Zonalnoe,2007,0,0,0,0,0,0,0,0,0,0,0,0,0,"(Decimal('142.756348'), Decimal('50.669311'))"
Zыrjanka,2007,0,0,0,0,0,0,0,0,0,0,0,0,0,"(Decimal('150.898525'), Decimal('65.740391'))"
Ivanovo (Yuzhny),2007,0,0,0,0,0,0,0,0,0,0,0,0,0,"(Decimal('40.94371'), Decimal('56.942303'))"
Igarka,2007,0,0,0,0,0,0,0,0,0,0,0,0,0,"(Decimal('86.61538'), Decimal('67.442834'))"
Vorkuta,2007,0,0,0,0,0,0,0,0,0,0,0,0,0,"(Decimal('64.434979'), Decimal('63.201582'))"
Izhevsk,2007,0,0,0,0,0,0,0,0,0,0,0,0,0,"(Decimal('53.45064'), Decimal('56.830871'))"
Izhma,2007,0,0,0,0,0,0,0,0,0,0,0,0,0,"(Decimal('53.962626'), Decimal('65.026271'))"
Indiga,2007,0,0,0,0,0,0,0,0,0,0,0,0,0,"(Decimal('49.047682'), Decimal('67.645944'))"
Inta,2007,0,0,0,0,0,0,0,0,0,0,0,0,0,"(Decimal('60.11825'), Decimal('66.053127'))"
Yoshkar-Ola,2007,0,0,0,0,0,0,0,0,0,0,0,0,0,"(Decimal('47.906786'), Decimal('56.700099'))"
Irkutsk,2007,52884,50589,56637,59683,60703,86655,120593,128014,91458,75460,70526,1682,930018,"(Decimal('104.355777'), Decimal('52.273103'))"
Harbin,2007,0,0,0,0,0,0,0,0,0,0,0,0,0,"(Decimal('135.033972'), Decimal('44.267001'))"
Kazan,2007,27972,28439,36608,43188,50203,62182,72088,75906,66974,54876,49215,570.93,616390,"(Decimal('49.298591'), Decimal('55.608089'))"
Kazachinskoye (Kazachinsko),2007,0,0,0,0,0,0,0,0,0,0,0,0,0,"(Decimal('107.568638'), Decimal('56.277428'))"
Kaliningrad (Hrabrovo),2007,50326,47044,57824,66298,69068,91803,133310,144040,114608,111784,101761,425.67,1098326,"(Decimal('20.58582'), Decimal('54.883038'))"
Kaluga,2007,0,0,0,0,0,0,0,0,0,0,0,0,0,"(Decimal('36.366974'), Decimal('54.54689'))"
Karatayka,2007,0,0,0,0,0,0,0,0,0,0,0,0,0,"(Decimal('61.412462'), Decimal('68.764539'))"
Starobachaty,2007,0,0,0,0,0,0,0,0,0,0,0,0,0,Not found
cedar,2007,0,0,0,0,0,0,0,0,0,0,0,0,0,"(Decimal('79.459059'), Decimal('57.616471'))"
Kemerovo,2007,14856,12860,13137,13957,13025,20962,28010,27544,23370,16672,16060,186.96,217855,"(Decimal('86.118863'), Decimal('55.28199'))"
Keperveem,2007,0,0,0,0,0,0,0,0,0,0,0,0,0,"(Decimal('166.145801'), Decimal('67.844582'))"
Ust-kut,2007,0,0,0,0,0,0,0,0,0,0,0,0,0,"(Decimal('108.051455'), Decimal('57.770078'))"
Kirov,2007,0,0,0,0,0,0,0,0,0,0,0,0,0,"(Decimal('49.346758'), Decimal('58.4975'))"
Kogalym,2007,17460,16958,18243,18458,18363,19501,19590,19799,17978,17308,17759,492.9,218952,"(Decimal('74.5295'), Decimal('62.195565'))"
Kodinsk,2007,0,0,0,0,0,0,0,0,0,0,0,0,0,"(Decimal('99.102052'), Decimal('58.47899'))"
Kolpaşevo,2007,0,0,0,0,0,0,0,0,0,0,0,0,0,Not found
Komsomolsk-on-Amur,2007,1444,1162,1355,906,433,0,4131,3819,3524,1891,1829,147.6,21991,"(Decimal('136.929004'), Decimal('50.403351'))"
Kondinskoye,2007,0,0,0,0,0,0,0,0,0,0,0,0,0,"(Decimal('67.421005'), Decimal('59.654312'))"
Koryaki (Koryaksky),2007,0,0,0,0,0,0,0,0,0,0,0,0,0,Not found
Kostroma,2007,0,0,0,0,0,0,0,0,0,0,0,0,0,"(Decimal('41.013303'), Decimal('57.807633'))"
Kotkin,2007,0,0,0,0,0,0,0,0,0,0,0,0,0,"(Decimal('51.114283'), Decimal('67.027658'))"
Kotlas,2007,0,0,0,0,0,0,0,0,0,0,0,0,0,"(Decimal('46.703403'), Decimal('61.237562'))"
Krasnodar (Paszkowski),2007,76881,71577,83418,93451,99951,129053,164724,184186,148033,124770,108251,646,1390498,"(Decimal('39.139669'), Decimal('45.033923'))"
Krasnoselkup,2007,0,0,0,0,0,0,0,0,0,0,0,0,0,"(Decimal('82.460555'), Decimal('65.716517'))"
Krasnoyarsk (Emelyanovo),2007,67532,60662,69671,75979,83591,119232,166019,175190,128269,90996,80718,2127.84,1196622,"(Decimal('92.486391'), Decimal('56.180578'))"
Krasnoyarsk (Cheremshanka),2007,0,0,0,0,0,0,0,0,0,0,0,0,0,"(Decimal('92.486391'), Decimal('56.180578'))"
Mound,2007,0,0,0,0,0,0,0,0,0,0,0,0,0,"(Decimal('65.411582'), Decimal('55.462896'))"
Kurilsk (Clear),2007,0,0,0,0,0,0,0,0,0,0,0,0,0,"(Decimal('145.681308'), Decimal('43.959284'))"
Kursk (Eastern),2007,0,0,0,0,0,0,0,0,0,0,0,0,0,"(Decimal('36.282442'), Decimal('51.749429'))"
red,2007,1193,1394,1509,1413,1391,1682,2147,1900,2315,1028,1790,0,19371,"(Decimal('94.40495'), Decimal('51.676108'))"
Labozhskoe,2007,0,0,0,0,0,0,0,0,0,0,0,0,0,"(Decimal('52.092791'), Decimal('67.329986'))"
Zabaykalsk,2007,2599,3187,3535,4103,4243,4363,4901,4816,4382,4515,6087,189.1,51927,"(Decimal('114.831553'), Decimal('60.722585'))"
Лешуконское,2007,0,0,0,0,0,0,0,0,0,0,0,0,0,"(Decimal('45.739403'), Decimal('64.893683'))"
Lipetsk,2007,0,0,0,0,0,0,0,0,0,0,0,0,0,"(Decimal('39.524561'), Decimal('52.698037'))"
Magadan (Magadan-13),2007,0,0,0,0,0,0,0,0,0,0,0,0,0,"(Decimal('150.918648'), Decimal('59.623593'))"
Magadan (Falcon),2007,7692,8928,9985,11643,13066,19518,24808,26743,23944,17208,13134,299,190181,"(Decimal('150.73116'), Decimal('59.914272'))"
Magnitogorsk,2007,0,0,0,0,0,0,0,0,0,0,0,0,0,"(Decimal('58.761516'), Decimal('53.391002'))"
Maikop,2007,22,0,0,0,30,0,0,0,0,0,0,0,52,Not found
Mom,2007,0,0,0,0,0,0,0,0,0,0,0,0,0,"(Decimal('112.894758'), Decimal('58.314348'))"
Manila,2007,0,0,0,0,0,0,0,0,0,0,0,0,0,"(Decimal('165.340345'), Decimal('62.48391'))"
brand,2007,0,0,0,0,0,0,0,0,0,0,0,0,0,"(Decimal('170.415063'), Decimal('64.668558'))"
Makhachkala (Uytash),2007,0,0,0,0,0,0,0,0,0,0,0,0,0,"(Decimal('47.655707'), Decimal('42.820909'))"
Mezhdurechensk,2007,0,0,0,0,0,0,0,0,0,0,0,0,0,Not found
Mezen,2007,0,0,0,0,0,0,0,0,0,0,0,0,0,"(Decimal('44.214755'), Decimal('65.873771'))"
Milkovo,2007,0,0,0,0,0,0,0,0,0,0,0,0,0,"(Decimal('158.568826'), Decimal('54.681956'))"
Mineral water,2007,46985,42606,54047,57177,56723,67847,84090,94457,76898,63492,56294,263,760485,"(Decimal('43.087648'), Decimal('44.217799'))"
Peaceful,2007,23842,24446,27942,29486,33462,37807,32339,49017,36906,34208,33944,2570.1,396175,"(Decimal('114.022431'), Decimal('62.531382'))"
Moscow (Bykovo),2007,136,141,812,1094,1935,2128,2266,1973,1721,1395,992,115.72,15457,Not found
Moscow (Vnukovo),2007,356183,312230,396693,472693,559234,692927,763903,823121,763934,611730,520422,2365.56,6789091,"(Decimal('37.295014'), Decimal('55.608562'))"
Moscow (Domodedovo),2007,1128109,1001049,1172656,1284372,1465377,1844090,2113329,2234036,2039805,1651955,1418533,12893.99,18755098,"(Decimal('37.767995'), Decimal('55.437168'))"
Moscow (Ostafyevo),2007,0,0,0,0,0,0,0,0,0,0,0,0,0,Not found
Moscow (Sheremetyevo),2007,942215,848030,1008631,1095224,1155261,1317921,1436707,1484210,1346403,1207913,1046423,15856,13923281,"(Decimal('37.405974'), Decimal('55.962962'))"
Мотыгино,2007,0,0,0,0,0,0,0,0,0,0,0,0,0,"(Decimal('94.738926'), Decimal('58.181907'))"
Murmansk,2007,17228,19204,23793,26194,30972,36546,39362,38818,37576,30648,29409,189.3,361472,"(Decimal('32.758163'), Decimal('68.784743'))"
Cape Schmidt,2007,0,0,0,0,0,0,0,0,0,0,0,0,0,"(Decimal('-179.380105'), Decimal('68.864431'))"
Cape-Stone,2007,0,0,0,0,0,0,0,0,0,0,0,0,0,Not found
Nadym,2007,12832,11524,12844,13903,22054,19188,20652,20142,18875,15635,15154,133.08,199038,"(Decimal('72.69258'), Decimal('65.479934'))"
Nazran (Magas / Sleptsovskaya),2007,0,0,0,0,0,0,0,0,0,0,0,0,0,Not found
Nalchik,2007,0,0,0,0,0,0,0,0,0,0,0,0,0,"(Decimal('43.635863'), Decimal('43.508409'))"
Naryan-Mar,2007,0,0,0,0,0,0,0,0,0,0,0,0,0,"(Decimal('53.086319'), Decimal('67.633534'))"
Nelkan,2007,0,0,0,0,0,0,0,0,0,0,0,0,0,"(Decimal('136.162463'), Decimal('57.648494'))"
Nerungri (Chulman),2007,0,0,0,0,0,0,0,0,0,0,0,0,0,"(Decimal('124.899763'), Decimal('56.905386'))"
Nes,2007,0,0,0,0,0,0,0,0,0,0,0,0,0,"(Decimal('44.666347'), Decimal('66.596872'))"
Nižneangarsk,2007,0,0,0,0,0,0,0,0,0,0,0,0,0,"(Decimal('109.599145'), Decimal('55.801344'))"
Nizhnevartovsk,2007,37034,32492,35624,42915,46551,65742,75863,78624,57681,49341,48238,790.9,618672,"(Decimal('76.494691'), Decimal('60.951112'))"
Kazan (Begiševo),2007,0,0,0,0,0,0,0,0,0,0,0,0,0,"(Decimal('52.101325'), Decimal('55.564404'))"
Nizhneudinsk,2007,0,0,0,0,0,0,0,0,0,0,0,0,0,"(Decimal('99.063101'), Decimal('54.896019'))"
Nizhny Novgorod (Strigino),2007,12040,13257,17208,20070,20575,26588,31187,33052,28120,23501,25332,55.22,274528,"(Decimal('43.791127'), Decimal('56.219628'))"
lower Pesha,2007,0,0,0,0,0,0,0,0,0,0,0,0,0,"(Decimal('47.722119'), Decimal('66.739662'))"
Nikolaevsk-on-Amur,2007,4528,4196,4469,5274,5262,5579,6678,6683,6188,5371,6551,131.57,66500,"(Decimal('140.663597'), Decimal('53.149961'))"
Nikolskoye,2007,0,0,0,0,0,0,0,0,0,0,0,0,0,"(Decimal('166.043519'), Decimal('55.177036'))"
Novokuznetsk,2007,6756,8134,9479,10117,10663,14892,17805,17566,12907,11175,8750,110,137745,"(Decimal('86.864303'), Decimal('53.805377'))"
Novosibirsk (North),2007,0,0,0,0,0,0,0,0,0,0,0,0,0,"(Decimal('82.667491'), Decimal('55.009425'))"
Novosibirsk (Tolmachyovo),2007,106426,94734,108053,113093,119138,163491,212544,223756,184204,149122,135764,1983.1,1753948,"(Decimal('82.667491'), Decimal('55.009425'))"
New Urengoy,2007,32486,29768,33872,36339,46485,46451,48661,50535,46607,41087,37334,318.4,490145,"(Decimal('76.522422'), Decimal('66.072965'))"
Nogliki,2007,0,0,0,0,0,0,0,0,0,0,0,0,0,"(Decimal('143.140926'), Decimal('51.788476'))"
Norilsk,2007,19851,18054,20151,22472,37136,49215,48828,56003,46534,27590,24718,287.78,392117,"(Decimal('87.342342'), Decimal('69.325039'))"
Norilьsk (But),2007,0,0,0,0,0,0,0,0,0,0,0,0,0,"(Decimal('87.342342'), Decimal('69.325039'))"
Noyabrsk,2007,15078,14989,15929,16535,17036,19297,20790,20784,17983,17530,17131,105.4,209773,"(Decimal('75.274455'), Decimal('63.181841'))"
Нюрба,2007,0,0,0,0,0,0,0,0,0,0,0,0,0,"(Decimal('118.364259'), Decimal('63.298313'))"
Nyagan,2007,0,0,0,0,0,0,0,0,0,0,0,0,0,"(Decimal('65.605995'), Decimal('62.101946'))"
Luengo,2007,0,0,0,0,0,0,0,0,0,0,0,0,0,"(Decimal('156.534636'), Decimal('51.501392'))"
Olekminsk,2007,0,0,0,0,0,0,0,0,0,0,0,0,0,"(Decimal('120.464672'), Decimal('60.397143'))"
SUV,2007,0,0,0,0,0,0,0,0,0,0,0,0,0,"(Decimal('112.47608'), Decimal('68.514229'))"
ohm,2007,0,0,0,0,0,0,0,0,0,0,0,0,0,"(Decimal('46.507902'), Decimal('66.65247'))"
Omolon,2007,0,0,0,0,0,0,0,0,0,0,0,0,0,"(Decimal('160.545443'), Decimal('65.236944'))"
Omsk (central),2007,26568,23988,28588,30087,34103,51770,72903,79481,79481,40605,36612,328,540798,"(Decimal('73.007305'), Decimal('55.085528'))"
Omsukçan,2007,0,0,0,0,0,0,0,0,0,0,0,0,0,"(Decimal('155.740193'), Decimal('62.459104'))"
Eagle (South),2007,0,0,0,0,0,0,0,0,0,0,0,0,0,"(Decimal('36.01938'), Decimal('52.932788'))"
Orenburg (central),2007,14995,19331,22760,24109,24139,32366,41147,46977,39849,29564,26162,106.35,350964,"(Decimal('55.457063'), Decimal('51.79139'))"
Orsk,2007,0,0,0,0,0,0,0,0,0,0,0,0,0,"(Decimal('58.593863'), Decimal('51.076909'))"
Ossora,2007,0,0,0,0,0,0,0,0,0,0,0,0,0,"(Decimal('163.064409'), Decimal('59.232256'))"
Okha,2007,0,0,0,0,0,0,0,0,0,0,0,0,0,"(Decimal('142.890431'), Decimal('53.517945'))"
Okhotsk,2007,0,0,0,0,0,0,0,0,0,0,0,0,0,"(Decimal('143.065575'), Decimal('59.413192'))"
Palana,2007,0,0,0,0,0,0,0,0,0,0,0,0,0,"(Decimal('159.892476'), Decimal('59.0835'))"
Pahachi,2007,0,0,0,0,0,0,0,0,0,0,0,0,0,"(Decimal('169.120483'), Decimal('60.555631'))"
Pevek,2007,704,1052,1432,1779,2380,2721,2636,2310,2672,2469,1174,209,22961,"(Decimal('170.602999'), Decimal('69.788315'))"
Penza,2007,0,0,0,0,0,0,0,0,0,0,0,0,0,"(Decimal('45.023041'), Decimal('53.118367'))"
Perm (Bakharevka),2007,0,0,0,0,0,0,0,0,0,0,0,0,0,"(Decimal('56.010461'), Decimal('57.91612'))"
Perm (Bolshoye Savino),2007,26089,25538,30963,34838,39492,39492,60830,64956,56468,51041,49087,256.01,527213,"(Decimal('56.010461'), Decimal('57.91612'))"
Gerbil (Kolguev Island),2007,0,0,0,0,0,0,0,0,0,0,0,0,0,"(Decimal('50.249107'), Decimal('69.186265'))"
Petrozavodsk (Besovets),2007,0,0,0,0,0,0,0,0,0,0,0,0,0,"(Decimal('34.156265'), Decimal('61.877798'))"
Petrozavodsk (Sands),2007,0,0,0,0,0,0,0,0,0,0,0,0,0,"(Decimal('34.156265'), Decimal('61.877798'))"
Petropavlovsk (Yelizovo),2007,24860,21625,24290,25833,31380,43097,57766,64807,50176,35929,29570,1291.57,440431,"(Decimal('158.425285'), Decimal('53.169328'))"
Pechora,2007,0,0,0,0,0,0,0,0,0,0,0,0,0,"(Decimal('57.142913'), Decimal('65.116912'))"
pioneer,2007,0,0,0,0,0,0,0,0,0,0,0,0,0,"(Decimal('76.278861'), Decimal('59.152775'))"
Plast,2007,0,0,0,0,0,0,0,0,0,0,0,0,0,"(Decimal('136.289996'), Decimal('44.815586'))"
Podkamyennaya Tunguska,2007,0,0,0,0,0,0,0,0,0,0,0,0,0,"(Decimal('90.009799'), Decimal('61.599826'))"
Pauline Osipenko,2007,0,0,0,0,0,0,0,0,0,0,0,0,0,"(Decimal('136.473657'), Decimal('52.43876'))"
Polar,2007,4325,4137,4560,4425,5902,7381,6805,8159,7021,5645,4231,866.5,67626,"(Decimal('112.038215'), Decimal('66.400137'))"
Providence (Providence Harbor),2007,0,0,0,0,0,0,0,0,0,0,0,0,0,"(Decimal('-173.230419'), Decimal('64.38401'))"
Pskov (crosses),2007,0,0,0,0,0,0,0,0,0,0,0,0,0,"(Decimal('28.392072'), Decimal('57.797486'))"
Rogachevo (Amderma-2),2007,0,0,0,0,0,0,0,0,0,0,0,0,0,"(Decimal('52.477414'), Decimal('71.609701'))"
Rostov-on-Don,2007,49013,45833,59550,72211,82273,100223,119429,129716,111564,94095,83403,588,1031990,"(Decimal('39.929081'), Decimal('47.488342'))"
Rostov-on-Don (fee),2007,0,0,0,0,0,0,0,0,0,0,0,0,0,"(Decimal('39.929081'), Decimal('47.488342'))"
Sabetta,2007,0,0,0,0,0,0,0,0,0,0,0,0,0,"(Decimal('72.046997'), Decimal('71.219177'))"
Sakkırır,2007,0,0,0,0,0,0,0,0,0,0,0,0,0,"(Decimal('130.399707'), Decimal('67.792415'))"
Salekhard,2007,0,0,0,0,0,0,0,0,0,0,0,0,0,"(Decimal('66.586569'), Decimal('66.59012'))"
Samara (Kurumoch),2007,0,0,0,0,0,0,0,0,0,0,0,0,0,"(Decimal('50.157667'), Decimal('53.512259'))"
Samara (Smyshlyaevka),2007,0,0,0,0,0,0,0,0,0,0,0,0,0,"(Decimal('50.157667'), Decimal('53.512259'))"
Sangar,2007,0,0,0,0,0,0,0,0,0,0,0,0,0,"(Decimal('127.4196'), Decimal('63.958127'))"
Saint Petersburg (Pulkovo),2007,326526,286890,347118,412322,493226,679829,749267,774542,660248,522779,440898,2535,6137777,"(Decimal('30.273027'), Decimal('59.79977'))"
Saransk,2007,0,0,0,0,0,0,0,0,0,0,0,0,0,"(Decimal('45.217131'), Decimal('54.137932'))"
Saratov (central),2007,10794,12096,13312,15266,16231,19637,22740,25192,19610,16366,14676,58,201308,"(Decimal('106.644236'), Decimal('47.454355'))"
Saskılah,2007,0,0,0,0,0,0,0,0,0,0,0,0,0,"(Decimal('114.084658'), Decimal('71.92841'))"
Svetlogorsk,2007,0,0,0,0,0,0,0,0,0,0,0,0,0,"(Decimal('88.410025'), Decimal('66.842607'))"
North-Yenisei,2007,0,0,0,0,0,0,0,0,0,0,0,0,0,"(Decimal('93.016353'), Decimal('60.373043'))"
North Even,2007,0,0,0,0,0,0,0,0,0,0,0,0,0,"(Decimal('159.230687'), Decimal('61.919039'))"
Seymçan,2007,0,0,0,0,0,0,0,0,0,0,0,0,0,"(Decimal('152.413453'), Decimal('62.923512'))"
Simferopol,2007,0,0,0,0,0,0,0,0,0,0,0,0,0,"(Decimal('33.980968'), Decimal('45.036235'))"
sheaf,2007,0,0,0,0,0,0,0,0,0,0,0,0,0,"(Decimal('47.019969'), Decimal('66.739116'))"
Sobolevo,2007,0,0,0,0,0,0,0,0,0,0,0,0,0,"(Decimal('155.966326'), Decimal('54.305068'))"
Sovetskaya Gavan,2007,0,0,0,0,0,0,0,0,0,0,0,0,0,"(Decimal('140.052545'), Decimal('48.933734'))"
Soviet,2007,0,0,0,0,0,0,0,0,0,0,0,0,0,"(Decimal('63.600884'), Decimal('61.331802'))"
Solovki,2007,0,0,0,0,0,0,0,0,0,0,0,0,0,"(Decimal('35.723241'), Decimal('65.029939'))"
Sochi,2007,49282,45965,54518,61667,85608,179277,292909,330809,257875,109863,62226,188,1592575,"(Decimal('39.941316'), Decimal('43.44837'))"
Среднеколымск,2007,0,0,0,0,0,0,0,0,0,0,0,0,0,"(Decimal('153.718705'), Decimal('67.46549'))"
Stavropol (Shpakovskoye),2007,6914,7062,8189,9565,8761,10456,11649,11517,10881,10403,9483,81,112380,"(Decimal('42.105169'), Decimal('45.112737'))"
Stary Oskol,2007,0,0,0,0,0,0,0,0,0,0,0,0,0,"(Decimal('37.76778'), Decimal('51.32412'))"
Strezhevoy,2007,0,0,0,0,0,0,0,0,0,0,0,0,0,"(Decimal('77.64952'), Decimal('60.717274'))"
Samsearn,2007,0,0,0,0,0,0,0,0,0,0,0,0,0,"(Decimal('117.640738'), Decimal('62.183775'))"
Surgut,2007,53985,52244,58258,61808,70359,101472,118451,121543,92422,73599,68530,469.4,944322,"(Decimal('73.40807'), Decimal('61.340204'))"
Syktyvkar,2007,12941,14055,15811,17359,18050,22506,25755,26641,22675,17875,15896,78.14,226320,"(Decimal('50.851293'), Decimal('61.663805'))"
Taganrog (Southern),2007,0,0,0,0,0,0,0,0,0,0,0,0,0,"(Decimal('38.880433'), Decimal('47.197978'))"
Taz,2007,0,0,0,0,0,0,0,0,0,0,0,0,0,"(Decimal('78.647108'), Decimal('67.484725'))"
Таксимо,2007,0,0,0,0,0,0,0,0,0,0,0,0,0,"(Decimal('114.922175'), Decimal('56.360153'))"
Talakan,2007,0,0,0,0,0,0,0,0,0,0,0,0,0,"(Decimal('111.038938'), Decimal('59.867032'))"
Tambov,2007,0,0,0,0,0,0,0,0,0,0,0,0,0,"(Decimal('41.491404'), Decimal('52.803629'))"
Container,2007,0,0,0,0,0,0,0,0,0,0,0,0,0,"(Decimal('74.288446'), Decimal('56.904246'))"
Tarko-Sale,2007,0,0,0,0,0,0,0,0,0,0,0,0,0,"(Decimal('77.789172'), Decimal('64.922685'))"
Shalym,2007,0,0,0,0,0,0,0,0,0,0,0,0,0,"(Decimal('87.826031'), Decimal('52.766419'))"
